title,year_x,rotten tomatoes,netflix,hulu,prime video,disney+,movieId,genres,userId,rating
Mystic River,2003,82/100,1,0,0,0,6870.0,Crime|Drama|Mystery,58305.0,5.0
Iron Man 2,2010,82/100,0,0,0,1,77561.0,Action|Adventure|Sci-Fi|Thriller|IMAX,9497.0,2.5
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,80544.0,3.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,24903.0,3.5
Milk Money,1994,58/100,0,0,1,0,276.0,Comedy|Romance,93119.0,4.0
WALL·E,2008,88/100,0,0,0,1,60069.0,Adventure|Animation|Children|Romance|Sci-Fi,92269.0,5.0
Sin City,2019,32/100,1,0,0,0,32587.0,Action|Crime|Film-Noir|Mystery|Thriller,118860.0,3.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,118378.0,5.0
Burn After Reading,2008,78/100,0,0,1,0,61323.0,Comedy|Crime|Drama,54359.0,2.5
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,107899.0,5.0
Bad Boys,1983,66/100,0,0,1,0,145.0,Action|Comedy|Crime|Drama|Thriller,16158.0,5.0
Prince of Persia: The Sands of Time,2010,74/100,0,0,0,1,78105.0,Action|Adventure|Fantasy|Romance|IMAX,30567.0,2.5
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,93512.0,4.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,133464.0,3.0
My Fair Lady,1964,75/100,1,0,0,0,914.0,Comedy|Drama|Musical|Romance,106770.0,4.0
Robin Hood,1922,58/100,0,0,1,1,3034.0,Adventure|Animation|Children|Comedy|Musical,117687.0,4.0
Total Recall,1990,81/100,1,0,0,0,2916.0,Action|Adventure|Sci-Fi|Thriller,28554.0,3.0
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,121388.0,3.0
Zack and Miri Make a Porno,2008,74/100,1,1,1,0,62434.0,Comedy|Drama|Romance,78723.0,4.0
Robin Hood,1922,58/100,0,0,1,1,77866.0,Action|Adventure|Drama|Romance|War,32514.0,3.5
Garfield: A Tail of Two Kitties,2006,60/100,0,0,0,1,46337.0,Animation|Children|Comedy,30567.0,1.5
U Turn,2016,59/100,1,0,1,0,1627.0,Crime|Drama|Mystery,71605.0,3.0
Melancholia,2011,76/100,0,1,0,0,86320.0,Drama|Sci-Fi,33082.0,3.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,112762.0,4.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,67544.0,4.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,55076.0,2.5
Willow,1988,75/100,0,0,0,1,2193.0,Action|Adventure|Fantasy,34656.0,1.0
Lady and the Tramp,1955,76/100,0,0,0,1,2080.0,Animation|Children|Comedy|Romance,102726.0,3.0
Mission: Impossible - Ghost Protocol,2011,81/100,0,1,0,0,91630.0,Action|Adventure|Thriller|IMAX,97762.0,2.5
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,110929.0,4.0
Peter Pan,1953,76/100,0,0,0,1,2087.0,Animation|Children|Fantasy|Musical,73140.0,3.5
Pocahontas,1995,75/100,0,0,0,1,48.0,Animation|Children|Drama|Musical|Romance,58323.0,3.0
Sunshine State,2002,56/100,0,0,1,0,5447.0,Drama,121699.0,4.0
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,81889.0,5.0
Deuce Bigalow: Male Gigolo,1999,66/100,0,0,1,0,3146.0,Comedy,7426.0,5.0
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,90046.0,5.0
Chicken Run,2000,76/100,0,0,1,0,3751.0,Animation|Children|Comedy,129031.0,4.5
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,20905.0,3.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,92051.0,4.0
Under Siege,1992,70/100,1,0,0,0,1385.0,Action|Drama|Thriller,37331.0,3.0
Robin Hood,1922,58/100,0,0,1,1,3034.0,Adventure|Animation|Children|Comedy|Musical,34051.0,4.0
Congo,1995,65/100,1,0,0,0,160.0,Action|Adventure|Mystery|Sci-Fi,8197.0,1.0
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,1708.0,3.0
Kingpin,1996,72/100,0,0,1,0,785.0,Comedy,34406.0,3.0
Catch Me If You Can,2002,87/100,0,1,0,0,5989.0,Crime|Drama,65016.0,3.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,6951.0,4.0
Star Trek II: The Wrath of Khan,1982,77/100,0,1,0,0,1374.0,Action|Adventure|Sci-Fi|Thriller,93701.0,3.0
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,75715.0,3.0
Disclosure,2020,69/100,1,0,0,0,225.0,Drama|Thriller,84630.0,4.0
Tarzan,2013,56/100,0,0,1,1,2687.0,Adventure|Animation|Children|Drama,5276.0,3.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,11189.0,4.5
Much Ado About Nothing,2016,49/100,1,0,0,0,497.0,Comedy|Romance,100581.0,4.0
My Favorite Season,1993,72/100,0,0,1,0,621.0,Drama,103597.0,3.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,126243.0,3.5
Sister Act 2: Back in the Habit,1993,66/100,0,0,0,1,3248.0,Comedy,52456.0,0.5
Bolt,2008,76/100,0,0,0,1,63859.0,Action|Adventure|Animation|Children|Comedy,59971.0,4.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,7506.0,5.0
Election,1999,73/100,1,0,1,0,2599.0,Comedy,64988.0,4.0
Payback,2007,30/100,0,0,1,0,2490.0,Action|Thriller,87717.0,2.5
Slumdog Millionaire,2008,85/100,0,1,0,0,63082.0,Crime|Drama|Romance,18858.0,2.5
Barbarella,1968,65/100,0,0,1,0,674.0,Adventure|Comedy|Sci-Fi,41464.0,3.0
Congo,1995,65/100,1,0,0,0,160.0,Action|Adventure|Mystery|Sci-Fi,119699.0,2.0
Ice Age,2002,82/100,0,1,0,0,5218.0,Adventure|Animation|Children|Comedy,46333.0,4.0
Deuce Bigalow: Male Gigolo,1999,66/100,0,0,1,0,3146.0,Comedy,127109.0,2.5
Pirates of the Caribbean: Dead Man's Chest,2006,82/100,0,0,0,1,45722.0,Action|Adventure|Fantasy,116176.0,4.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,56492.0,4.5
Kingpin,1996,72/100,0,0,1,0,785.0,Comedy,56440.0,2.0
Good Hair,2009,60/100,1,0,0,0,72169.0,Comedy|Documentary,92321.0,1.5
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,77349.0,4.0
Air Force One,1997,75/100,1,0,0,0,1608.0,Action|Thriller,92945.0,3.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,23168.0,3.0
Under Siege,1992,70/100,1,0,0,0,1385.0,Action|Drama|Thriller,60065.0,2.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,127294.0,5.0
"20,000 Leagues Under the Sea",1954,69/100,0,0,0,1,1019.0,Adventure|Drama|Sci-Fi,131877.0,4.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,93113.0,5.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,46610.0,5.0
Return to Oz,1985,66/100,0,0,0,1,2093.0,Adventure|Children|Fantasy,128690.0,2.5
I.Q.,1994,63/100,0,0,1,0,252.0,Comedy|Romance,54579.0,3.0
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,34797.0,3.0
Rebecca,2020,60/100,1,0,0,0,928.0,Drama|Mystery|Romance|Thriller,36344.0,5.0
Legend,2015,75/100,1,0,0,0,2143.0,Adventure|Fantasy|Romance,49731.0,5.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,9129.0,3.5
Monty Python Live at the Hollywood Bowl,1982,70/100,1,0,0,0,6104.0,Comedy,49773.0,3.0
Predator,1987,83/100,0,1,0,0,3527.0,Action|Sci-Fi|Thriller,101331.0,3.0
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,124180.0,4.0
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,104151.0,5.0
"20,000 Leagues Under the Sea",1954,69/100,0,0,0,1,1019.0,Adventure|Drama|Sci-Fi,116099.0,4.0
Shrek 2,2004,81/100,0,1,0,0,8360.0,Adventure|Animation|Children|Comedy|Musical|Romance,88579.0,4.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,84476.0,5.0
Jade,1995,59/100,0,0,1,0,132.0,Thriller,49193.0,3.0
Star Wars: Episode II - Attack of the Clones,2002,78/100,0,0,0,1,5378.0,Action|Adventure|Sci-Fi|IMAX,106680.0,5.0
Mulan,1998,81/100,0,0,0,1,1907.0,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,60587.0,2.5
Hocus Pocus,1993,75/100,0,0,0,1,2052.0,Children|Comedy|Fantasy|Horror,51895.0,1.0
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,30197.0,2.0
Accepted,2006,71/100,1,0,0,0,47518.0,Comedy,97953.0,3.0
Highlander,1986,76/100,0,0,1,0,1275.0,Action|Adventure|Fantasy,8060.0,2.0
Kingpin,1996,72/100,0,0,1,0,785.0,Comedy,23315.0,4.0
Of Mice and Men,1992,70/100,0,0,1,0,4178.0,Drama,53793.0,3.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,137010.0,4.0
Three Wishes,1995,54/100,0,0,1,0,201.0,Drama|Fantasy,131678.0,3.0
Bedknobs and Broomsticks,1971,68/100,0,0,0,1,1031.0,Adventure|Children|Musical,2857.0,4.0
Sin City,2019,32/100,1,0,0,0,32587.0,Action|Crime|Film-Noir|Mystery|Thriller,12610.0,4.5
"Honey, I Shrunk the Kids",1989,72/100,0,0,0,1,2054.0,Adventure|Children|Comedy|Fantasy|Sci-Fi,114982.0,2.5
Akira,1988,81/100,0,1,0,0,1274.0,Action|Adventure|Animation|Sci-Fi,95315.0,5.0
Jade,1995,59/100,0,0,1,0,132.0,Thriller,51649.0,1.0
Tom and Huck,1995,58/100,0,0,0,1,8.0,Adventure|Children,56878.0,1.0
Star Trek IV: The Voyage Home,1986,74/100,0,1,0,0,1376.0,Adventure|Comedy|Sci-Fi,89402.0,3.5
Batman Begins,2005,88/100,0,1,0,0,33794.0,Action|Crime|IMAX,102326.0,3.5
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,134023.0,3.5
Return to Oz,1985,66/100,0,0,0,1,2093.0,Adventure|Children|Fantasy,52520.0,2.0
Vertigo,1958,84/100,0,0,1,0,903.0,Drama|Mystery|Romance|Thriller,131382.0,5.0
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,36189.0,4.0
WALL·E,2008,88/100,0,0,0,1,60069.0,Adventure|Animation|Children|Romance|Sci-Fi,71366.0,4.0
Total Recall,1990,81/100,1,0,0,0,2916.0,Action|Adventure|Sci-Fi|Thriller,72428.0,3.0
Disclosure,2020,69/100,1,0,0,0,225.0,Drama|Thriller,126906.0,1.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,62853.0,3.0
Vertigo,1958,84/100,0,0,1,0,903.0,Drama|Mystery|Romance|Thriller,103484.0,3.0
Sweeney Todd: The Demon Barber of Fleet Street,2007,79/100,0,1,0,0,56757.0,Drama|Horror|Musical|Thriller,89299.0,2.5
Jacob's Ladder,2019,51/100,1,0,0,0,3476.0,Horror|Mystery,91313.0,3.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,25926.0,4.5
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,78095.0,3.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,81467.0,3.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,74449.0,5.0
To Die For,1995,70/100,0,1,0,0,45.0,Comedy|Drama|Thriller,120016.0,2.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,113449.0,5.0
Awakenings,1990,79/100,0,0,1,0,3105.0,Drama|Mystery,6418.0,4.5
Hard Candy,2005,75/100,0,0,1,0,44974.0,Drama|Thriller,136223.0,5.0
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,10971.0,5.0
Midnight in Paris,2011,82/100,0,0,1,0,86882.0,Comedy|Fantasy|Romance,12292.0,4.5
Awakenings,1990,79/100,0,0,1,0,3105.0,Drama|Mystery,66533.0,4.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,48678.0,3.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,77871.0,3.0
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,120673.0,3.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,20509.0,4.0
Shrek 2,2004,81/100,0,1,0,0,8360.0,Adventure|Animation|Children|Comedy|Musical|Romance,28861.0,4.0
Johnny English,2003,70/100,0,1,0,0,6550.0,Action|Comedy|Thriller,48644.0,2.5
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,11876.0,4.0
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,122801.0,4.0
Stuart Little,1999,70/100,1,0,0,0,3157.0,Children|Comedy|Fantasy,67157.0,2.0
In the Shadow of the Moon,2019,77/100,1,0,0,0,55176.0,Documentary,92726.0,4.5
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,70346.0,4.0
Tron,1982,74/100,0,0,0,1,2105.0,Action|Adventure|Sci-Fi,83305.0,3.5
Alice in Wonderland,1951,77/100,0,0,0,1,74789.0,Adventure|Fantasy|IMAX,66281.0,3.5
To Catch a Thief,1955,74/100,0,0,1,0,933.0,Crime|Mystery|Romance|Thriller,124163.0,4.5
Stand by Me,1986,84/100,0,1,0,0,1259.0,Adventure|Drama,105654.0,3.5
Shrek 2,2004,81/100,0,1,0,0,8360.0,Adventure|Animation|Children|Comedy|Musical|Romance,46391.0,3.5
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,55198.0,5.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,23810.0,2.0
Ghost,2020,45/100,0,0,1,0,587.0,Comedy|Drama|Fantasy|Romance|Thriller,133695.0,2.5
Much Ado About Nothing,2016,49/100,1,0,0,0,497.0,Comedy|Romance,124832.0,3.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,33654.0,4.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,24704.0,3.5
Up,2009,88/100,0,0,0,1,68954.0,Adventure|Animation|Children|Drama,121024.0,4.5
Freaky Friday,2003,71/100,0,0,0,1,6593.0,Children|Comedy|Fantasy,42625.0,3.0
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,63942.0,4.5
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,113747.0,5.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,101548.0,4.5
Total Recall,1990,81/100,1,0,0,0,2916.0,Action|Adventure|Sci-Fi|Thriller,13367.0,3.5
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,62557.0,4.5
I Am Sam,2001,77/100,1,0,0,0,5014.0,Drama,134320.0,4.0
Bad Boys,1983,66/100,0,0,1,0,145.0,Action|Comedy|Crime|Drama|Thriller,42886.0,4.0
Predator,1987,83/100,0,1,0,0,3527.0,Action|Sci-Fi|Thriller,60271.0,3.5
Dangerous Minds,1995,69/100,0,1,0,0,31.0,Drama,109040.0,3.5
I.Q.,1994,63/100,0,0,1,0,252.0,Comedy|Romance,98690.0,3.0
Wayne's World 2,1993,69/100,0,1,0,0,3254.0,Comedy,16162.0,3.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,95297.0,3.0
Singham,2011,58/100,1,0,0,0,91241.0,Action|Drama|Romance,116166.0,4.0
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,26957.0,3.0
Clue,1985,76/100,0,0,1,0,2413.0,Comedy|Crime|Mystery|Thriller,16953.0,3.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,126449.0,4.0
It's a Wonderful Life,1946,84/100,0,0,1,0,953.0,Drama|Fantasy|Romance,40052.0,4.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,52574.0,4.0
Bringing Out the Dead,1999,69/100,0,0,1,0,2976.0,Drama,27441.0,4.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,71127.0,4.0
Romeo and Juliet,1968,69/100,0,0,1,0,3668.0,Drama|Romance,71757.0,5.0
My Fair Lady,1964,75/100,1,0,0,0,914.0,Comedy|Drama|Musical|Romance,24573.0,3.5
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,105994.0,3.0
Around the World in 80 Days,2004,66/100,0,0,0,1,952.0,Adventure|Comedy,20763.0,3.0
American Outlaws,2001,63/100,1,0,0,0,4721.0,Action|Comedy|Western,90910.0,3.0
Kingpin,1996,72/100,0,0,1,0,785.0,Comedy,79292.0,4.0
"Honey, I Blew Up the Kid",1992,61/100,0,0,0,1,2053.0,Children|Comedy|Sci-Fi,135519.0,1.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,77150.0,1.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,108806.0,4.0
Chicken Run,2000,76/100,0,0,1,0,3751.0,Animation|Children|Comedy,118882.0,4.0
Pocahontas,1995,75/100,0,0,0,1,48.0,Animation|Children|Drama|Musical|Romance,136607.0,4.0
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,2116.0,3.0
Mighty Joe Young,1998,62/100,0,0,0,1,2430.0,Adventure|Children|Drama,102611.0,1.0
Million Dollar Baby,2004,84/100,1,0,0,0,30707.0,Drama,4965.0,3.5
Unknown,2011,75/100,1,0,0,0,84601.0,Drama|Mystery|Thriller,20128.0,4.0
House of Sand and Fog,2003,71/100,0,0,1,0,7158.0,Drama,2082.0,3.0
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,23180.0,3.0
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,127780.0,3.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,130156.0,5.0
Roman Holiday,1953,77/100,0,0,1,0,916.0,Comedy|Drama|Romance,134976.0,3.5
Aladdin and the King of Thieves,1996,67/100,0,0,0,1,1064.0,Animation|Children|Comedy|Fantasy|Musical|Romance,8644.0,3.0
Alice in Wonderland,1951,77/100,0,0,0,1,1032.0,Adventure|Animation|Children|Fantasy|Musical,106099.0,3.0
Total Recall,1990,81/100,1,0,0,0,2916.0,Action|Adventure|Sci-Fi|Thriller,66055.0,4.0
Dangerous Minds,1995,69/100,0,1,0,0,31.0,Drama,25780.0,5.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,119432.0,4.0
Dinosaur,2000,69/100,0,0,0,1,3615.0,Adventure|Animation|Children,94331.0,4.5
What's Eating Gilbert Grape,1993,78/100,1,0,0,0,337.0,Drama,77035.0,5.0
Freaks,2019,72/100,1,0,0,0,8507.0,Crime|Drama|Horror,76246.0,4.0
Quantum of Solace,2008,77/100,1,0,0,0,63113.0,Action|Adventure|Thriller,79103.0,4.0
Monsters,2010,72/100,0,0,1,0,80917.0,Drama|Sci-Fi,3251.0,1.5
"20,000 Leagues Under the Sea",1954,69/100,0,0,0,1,1019.0,Adventure|Drama|Sci-Fi,96954.0,4.0
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,119230.0,4.0
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,45706.0,4.5
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,103950.0,4.0
Shane,1953,72/100,0,0,1,0,3871.0,Drama|Western,9145.0,3.5
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,134674.0,5.0
Arachnophobia,1990,70/100,0,1,0,0,2699.0,Comedy|Horror,110825.0,3.5
Seabiscuit,2003,72/100,0,1,0,0,6565.0,Drama,9921.0,4.0
Peter Pan,1953,76/100,0,0,0,1,2087.0,Animation|Children|Fantasy|Musical,129048.0,5.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,71646.0,3.5
Dangerous Minds,1995,69/100,0,1,0,0,31.0,Drama,37241.0,3.0
Star Wars: Episode III - Revenge of the Sith,2005,83/100,0,0,0,1,33493.0,Action|Adventure|Sci-Fi,122048.0,4.0
"20,000 Leagues Under the Sea",1954,69/100,0,0,0,1,1019.0,Adventure|Drama|Sci-Fi,132338.0,4.0
Tron,1982,74/100,0,0,0,1,2105.0,Action|Adventure|Sci-Fi,71402.0,4.0
To Die For,1995,70/100,0,1,0,0,45.0,Comedy|Drama|Thriller,30815.0,3.0
Hotel Rwanda,2004,80/100,0,0,1,0,30749.0,Drama|War,66348.0,3.5
Hideaway,1995,57/100,0,1,0,0,240.0,Thriller,7647.0,4.0
Monty Python Live at the Hollywood Bowl,1982,70/100,1,0,0,0,6104.0,Comedy,44497.0,3.5
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,102996.0,5.0
Star Trek: Generations,1994,71/100,0,1,0,0,329.0,Adventure|Drama|Sci-Fi,29808.0,4.0
To Die For,1995,70/100,0,1,0,0,45.0,Comedy|Drama|Thriller,23251.0,4.0
Babes in Toyland,1934,60/100,0,0,1,1,2017.0,Children|Fantasy|Musical,91047.0,4.0
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,4917.0,1.0
Fever Pitch,1997,60/100,0,0,1,0,2962.0,Comedy|Romance,4748.0,3.0
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,43263.0,5.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,65171.0,4.0
Turbulence,1997,56/100,0,1,0,0,1427.0,Action|Thriller,16681.0,1.0
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,52882.0,4.0
Hollow Man,2000,68/100,0,1,0,0,3826.0,Horror|Sci-Fi|Thriller,85620.0,3.0
Life with Father,1947,61/100,0,0,1,0,7058.0,Comedy,41267.0,3.5
Snow White and the Seven Dwarfs,1937,78/100,0,0,0,1,594.0,Animation|Children|Drama|Fantasy|Musical,63574.0,4.0
Wolf,2012,43/100,0,0,1,0,382.0,Drama|Horror|Romance|Thriller,47269.0,3.0
Star Wars: Episode II - Attack of the Clones,2002,78/100,0,0,0,1,5378.0,Action|Adventure|Sci-Fi|IMAX,127005.0,2.5
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,115176.0,3.0
Pirates of the Caribbean: At World's End,2007,81/100,0,0,0,1,53125.0,Action|Adventure|Comedy|Fantasy,83831.0,3.5
Priest,2011,67/100,0,0,1,0,299.0,Drama,103105.0,3.0
Stella Dallas,1937,63/100,0,0,1,0,32349.0,Drama,32632.0,4.5
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,100103.0,4.0
Seabiscuit,2003,72/100,0,1,0,0,6565.0,Drama,113050.0,4.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,39582.0,4.5
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,95006.0,4.0
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,124193.0,3.5
Blind Fury,1989,63/100,0,0,1,0,4574.0,Action|Thriller,71116.0,3.0
Lucky Number Slevin,2006,81/100,0,1,0,0,44665.0,Crime|Drama|Mystery,2650.0,4.5
Willow,1988,75/100,0,0,0,1,2193.0,Action|Adventure|Fantasy,12002.0,3.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,95964.0,4.0
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,100660.0,4.0
Up,2009,88/100,0,0,0,1,68954.0,Adventure|Animation|Children|Drama,12297.0,5.0
Johnny English,2003,70/100,0,1,0,0,6550.0,Action|Comedy|Thriller,57506.0,2.5
Ice Age,2002,82/100,0,1,0,0,5218.0,Adventure|Animation|Children|Comedy,108381.0,4.0
Barbarella,1968,65/100,0,0,1,0,674.0,Adventure|Comedy|Sci-Fi,51439.0,4.0
Payback,2007,30/100,0,0,1,0,2490.0,Action|Thriller,53268.0,3.0
Alice in Wonderland,1951,77/100,0,0,0,1,74789.0,Adventure|Fantasy|IMAX,73911.0,5.0
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,56101.0,5.0
Diabolique,1996,57/100,0,0,1,0,640.0,Drama|Thriller,69738.0,4.0
Phone Booth,2002,75/100,0,0,1,0,6281.0,Drama|Thriller,15601.0,2.5
Rush,2013,84/100,1,0,0,0,104913.0,Action|Drama,44400.0,4.0
Mystic Pizza,1988,68/100,1,1,0,0,4062.0,Comedy|Drama|Romance,102302.0,3.0
Wolf,2012,43/100,0,0,1,0,382.0,Drama|Horror|Romance|Thriller,112335.0,4.5
Superbad,2007,83/100,1,0,0,0,54503.0,Comedy,46036.0,3.5
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,31757.0,3.0
Peter Pan,1953,76/100,0,0,0,1,2087.0,Animation|Children|Fantasy|Musical,45848.0,3.0
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,119445.0,3.5
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,108411.0,3.0
Star Trek II: The Wrath of Khan,1982,77/100,0,1,0,0,1374.0,Action|Adventure|Sci-Fi|Thriller,12970.0,3.0
Muppet Treasure Island,1996,67/100,0,0,0,1,107.0,Adventure|Children|Comedy|Musical,106562.0,3.0
It's a Wonderful Life,1946,84/100,0,0,1,0,953.0,Drama|Fantasy|Romance,103061.0,3.5
Boogie Nights,1997,81/100,1,0,0,0,1673.0,Drama,93418.0,5.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,122871.0,3.0
